id,osoba_od,osoba_do,miejsce_od,miejsce_do,data_start,data_stop,data_txt,name,txt,summary
167,['Ernest Legouvé'],['Fryderyk Chopin'],Paryż,Paryż,1844-12-22,1845-03-20,"[Paryż, zima 1844\/45]",Ernest Legouvé do Fr. Chopina w Paryżu," Drogi Panie Chopin. Piszę parę słów ze wsi, gdzie odpoczywałem przez dwa dni, aby zakomunikować Panu, że wracam na sobotę. Jestem bardzo szczęśliwy, że Pani Sand zechce przyjść usłyszeć mój utwór, przyślę Panu lożę, jakiej Pan sobie życzy. Oddany Panu E. Legouvé. ",
196,['Fryderyk Chopin'],['Antoni Kątski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, 1845] Czwartek",Do Antoniego Kątskiego w Paryżu," Mój Antosiu. Wielu z tych, którym bilety twoje ofiarowałem, a na których, zdawało mi się, iż mogę rachować, wymówiło mi się kursami w Chantilly – nie dziw się więc, że ci tylko jeden uplasowałem i ze wstydem 9 odsyłam. Do widzenia. t. à v. F. Chopin. ",
192,['Fryderyk Chopin'],['Adolf Cichowski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, bez daty] Środa rano",Do Adolfa Cichowskiego w Paryżu," Proszę Cię, odpisz mi słowo przez posłańca mojego, jakoś ten bilecik odebrał. – Pisany on był wczoraj. – Rzecz jest na dziś , we środę, koło 5-tej. Ściskam Cię serdecznie. Ch. ",
193,['Fryderyk Chopin'],['Adolf Cichowski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, bez daty] 9½ rano, czwartek",Do Adolfa Cichowskiego w Paryżu," Moje życie, oddaj, proszę Cię, ten papier. – Rzeczy zaczynają się urządzać. Ściskam Cię serdecznie. Ch. ",
191,['Fryderyk Chopin'],['Adolf Cichowski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, bez daty] Wtorek rano",Do Adolfa Cichowskiego w Paryżu, Dobry dzień Ci zasyłam – jest to uspakajające dopełnienie wczorajszych eksplikacji. Ściskam Cię serdecznie. Ch. ,
185,['Fryderyk Chopin'],['Adolf Cichowski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, bez daty] Środa, 8½  rano",Do Adolfa Cichowskiego w Paryżu," Proszę Cię, Kochanie, wstąp dziś przed wyspą . – Ściskam Cię serdecznie. ",
186,['Fryderyk Chopin'],['Adolf Cichowski'],Paryż,Paryż,1845-01-01,1845-12-31,"[Paryż, bez daty] Czwartek rano",Do Adolfa Cichowskiego w Paryżu," Czy przyjechali? – Czy dziś mam czekać? – Słowo odpowiedzi daj. Ściskam Cię serdecznie. Jestem do 11½ w domu, a potem od 2-giej aż do obiadu. ",
181,['Fryderyk Chopin'],['Krystyn Ostrowski'],Paryż,Paryż,1845-01-17,,"[Paryż, 17 stycznia (?) 1845] Piątek, 3 h.",Do Krystyna Ostrowskiego w Paryżu," Dramat Mickiewicza w ręku P. François . P. Sand od dawna opuściła „La Revue Ind.”, dlatego kazała mi czekać na powrót owego P. François – by mieć stanowczą odpowiedź. Odsyłam ślicznego Soplicę – żałuję, że jestem na wyjezdnym i że czas nie pozwoli mi pójść na ulicę Villedo ścisnąć rękę przekładcy. Żałuję, żeśmy się nie widzieli – byłbym Cię Pani Sand przedstawił i oszczędził korespondencji. t. à v. Ch . ",
182,['Friederich Kalkbrenner'],['Fryderyk Chopin'],,Paryż,1845-01-31,,31 stycznia 1845 r.,Fryderyk Kalkbrenner do Fr. Chopina w Paryżu," Kochany Chopinie. Powiadają, że drobne podarki podtrzymują przyjaźń. Mam nadzieję, że będzie Pan słuchał wyrozumiałym uchem paplania moich córeczek i że one dowiodą Panu, iż myśl moja towarzyszy Panu nawet z daleka. Addio, carino Fr. Kalkbrenner . ",
184,['Juliusz Słowacki'],['Salomea Słowacka'],Paryż,,1845-02-01,1845-02-28,Paryż w lutym 1845,Juliusz Słowacki do matki w Krzemieńcu," Jest zwyczajem Anglików, zwłaszcza w klasie piwowarów i ludzi grubych, krwistych organizacji, że co miesiąc używają emetyku, a bez tego zabiegliby krwią, obrośli sadłem, stracili wszelką myśl i energiją. Dla tych ludzi Bóg stworzył dawno emetyk, a teraz przysłał doskonalsze lekarstwo, to jest enerwującą muzykę Chopina. Gdy zobaczysz taką ciężką istotę, nad którą ciało utrzymuje codzienne zwycięstwo, radź jej jedną lub drugą kuracją – lecz lękaj się obu dla ludzi wywiędłych i schorzałych, bo po emetyku część ciała własnego wyrzucą, a po koncercie Chopina część duszy własnej utracą. I Ty, droga moja, czuła, dobra, litośna, miłująca, siadłaś pisać do mnie wypłakawszy się w kącie z duszy całej, wypłakawszy się na próżno, więc grzesznie, wypłakawszy się dlatego, co Cię semitonami i dysonansami Polonezy Ch[opina] łaskotały po wszystkich nerwach. Wiesz więc, co napisałaś? – Oto list, który dla nerwowego, sentymentalnego człowieka wydałby się pełnym czułości, a dla człowieka prostego, z sercem – jest listem zupełnie bez serca pisanym. – Ja także, droga moja, bardziej teraz niż Ty otwartym być muszę, bo tu o duszę Twoją nieśmiertelną chodzi. Otóż powiem Ci, coś napisała. Zaczynasz od prostego wyrzutu, że marnuję moją zdolność, od wyrzutu, że nie piszę tak, jak dawniej pisałem... Jeżeli ja rzeczywiście byłem kiedyś w szczęściu, a dziś podupadłem, bo bogactwo myśli jest państwem w aniołów krainie, jeżeli więc prawdziwie (a Ty wiesz, że bez winy własnej podupadłem), to powiedz mi, czy to do Ciebie należało mi pokazywać, że w płaszczu dziurawym ujrzałaś mnie w swoim eleganckim Chopinowym salonie? [...] Chorzy jesteście i chcecie, aby wszyscy podobnie Wam jęczeli. Nerwami już, nie sercem czujecie... Lubicie, co Wam nerwy rozczula, a wstręt macie do zdrowych pokarmów... Widziałaśże Ty, aby kto nazajutrz po rozczuleniu wielkim, przez Chopina muzykę sprawionym, stał się lepszym, piękniejszym, litośniejszym, wyrósł na bohatera? [...] 
 ’ ",
183,['Charles-Valentin Alkan'],['Fryderyk Chopin'],Paryż,Paryż,1845-02-24,,"[Paryż, 24 lutego 1845] Poniedziałek",Karol Alkan do Fr. Chopina w Paryżu," Sprawię Ci przykrość, kochany Chopinie, gdyż chcę Cię o coś prosić, a będzie Cię w tym wypadku kosztować zarówno zgoda, jak odmowa. Jednakże ulegam pragnieniu i pytam, czy zechcesz zagrać ze mną adagio i finał Symfonii A-dur Beethovena u Erarda, w sobotę wieczorem, 1 marca? Jest to ten układ na 8 rąk, który graliśmy 5 czy 6 lat temu u papy, w tym roku proponowałbym powierzyć dwie pozostałe partie Pixisowi i Zimmermannowi, jeśli się na to zgodzisz. Jeżeli się nie godzisz, nie chcę nawet, żebyś się tłumaczył przy najbliższych moich odwiedzinach u Ciebie, napiszesz tylko pod moim adresem na kawałku papieru „tak” lub „nie”. Teraz i zawsze ten sam C.-V. Alkan. ",
187,['Eugène Delacroix'],['Fryderyk Chopin'],Paryż,Paryż,1845-03-01,1845-03-31,"[Paryż, marzec 1845]",Eugeniusz Delacroix do Fr. Chopina w Paryżu," Drogi Chopinie. Stokrotne dzięki za Pańską miłą pamięć. Mówiono mi o tym, ale jeszcze tego nie widziałem. Przeglądając widzę, że jest to wielki artykuł. Uściskaj ode mnie wszystkich wokoło siebie. Pamiętaj o sobie! Wybieram się do Pani Sand z prośbą, by zechciała wyrazić moją wdzięczność Karolowi Blanc, który zawsze jest dla mnie tak łaskaw. Do szybkiego zobaczenia się z Panem, który zasługuje na ołtarze i na pałac [1] , czego Panu oraz sobie życzę. Tysiąc serdeczności, Drogi Przyjacielu Eug. Delacroix. [1]  W oryginale gra słów: autel – ołtarz, hôtel – pałac. ",
188,['Fryderyk Chopin'],['Zofia Rozengart'],Paryż,Paryż,1845-03-05,1845-03-31,"[Paryż, po 5 marca 1845]",Do Zofii Rozengartówny w Paryżu," Przepraszam Panią, że tak późno dziękuję i łaję za piękne a niepotrzebne kwiatki. Chciałem być u Pani z podziękowaniem i burą, ale mnie owe zimno wstrzymywało. Cieplejszych dni czekam na rozpoczęcie moich lekcji – i spodziewam się wkrótce mieć przyjemność usłyszenia Pani. F. Chopin. Przyłączam 2 bilety na koncert Gutmana. Nie wiem programu. 
 [1]  W oryginale gra słów: autel – ołtarz, hôtel – pałac. ",
195,['George Sand'],['Ludwika Jędrzejewiczowa'],Paryż,Warszawa,1845-03-21,1845-06-22,"[Paryż, wiosna 1845]",George Sand do Ludwiki Jędrzejewiczowej w Warszawie," Droga i ukochana Ludwiko. Jakaś Ty dobra, że mię kochasz, ja też Cię kocham z całej duszy. Milszy mi jest mój paryski pokój od czasu, gdyś Ty w nim mieszkała, i nie mogę się wyrzec marzenia, że znów w nim zamieszkasz. Drogi nasz mały wielce był zmęczony przez ostrą zimę, która się tutaj tak przeciągnęła, ale odkąd nastała ładna pogoda, całkowicie odmłodniał i odżył. Dwa tygodnie ciepła więcej mu dopomogły niż wszystkie lekarstwa. Zdrowie jego jest uzależnione od stanu pogody, myślę więc poważnie, jeżeli mi się uda zarobić tego lata dużo pieniędzy na podróżowanie z rodziną, zabrać go na trzy najcięższe miesiące zimy i zawieźć na południe. Gdyby się udało przez cały rok ustrzec go od zimna, to łącznie z przyszłym latem miałby osiemnaście miesięcy wytchnienia, ażeby wyleczyć się z kaszlu. Będę musiała nalegać, bo kocha Paryż, mimo wszystko, co mówi . Lecz żeby zanadto nie dręczyć i nie odrywać na zbyt długi czas od uczniów, można pozwolić mu spędzić tutaj wrzesień, październik i listopad, następnie wrócić w marcu i dać mu jeszcze czas do maja przed powrotem do Nohant. Takie są moje projekty na rok bieżący i przyszły. Czy je aprobujesz? Inne lekarstwo, bardzo potrzebne, to ażebyście do niego często pisywali i żeby się nie niepokoił o Was, bo serce jego jest zawsze z Wami; nieustannie trapi się o swą drogą rodzinę. Kocha Was tak, jak tylko Wy go kochać możecie, a wiem, że to nie jest pusty frazes. Droga Ludwiko, uściskaj ode mnie Twoją dobrą matkę, drogie dzieci, Twojego gagatka męża i wierzaj mi, żem na zawsze Twoja, oddana duszą i myślą G. S. ",
189,['George Sand'],['Stefan Witwicki'],,,1845-03-22,,"22 marca 1845, Paryż",Kopia nieustaloną ręką listu George Sand do  Stefana Witwickiego wraz z kopertą," Jesteśmy oboje, a zwłaszcza ja, bardzo winni wobec Pana. On tak mało pisuje, a przy tym jest naprawdę wytłumaczony wielkim wyczerpaniem i chorobą, musi mu więc Pan wybaczyć. Starałam się skłonić go, by napisał do Pana, lecz kończyło się na postanowieniach i obietnicach; więc zdecydowałam się napisać sama, chociaż pomiędzy jego napadami kaszlu a lekcjami trudno jest znaleźć chwilę spokoju i ciszy. To dowodzi Panu, jak delikatne jest nadal jego zdrowie. Silne mrozy, które u nas panują, bardzo źle na niego wpływają. Ja też prawie nieustannie jestem chora, a dzisiaj piszę do Pana jeszcze przeziębiona i z gorączką. A Pan? Pan cierpi bardziej od nas, lecz nie skarży się nigdy. Jest Pan niezłomnym chrześcijaninem, a ta nauka ma w sobie tyle wielkiej i pięknej treści, że gotowa jestem wybaczyć Panu jej formę. Mimo to Pan mnie nie nawróci. Lecz co to Panu szkodzi? Nie należy Pan do owych zagorzałych katolików, którzy bezapelacyjnie potępiają ludzi innych przekonań, a słuszność zasady nietolerancji jest dzisiaj bardzo kwestionowana. Pana wielkie serce może sobie obrać kierunek bardziej Mu odpowiadający, ja zaś mam nadzieję, że będę zbawiona, jak każda inna, chociaż, jak każda inna, czyniłam źle. Jest bowiem więcej miłosierdzia tam, u góry, aniżeli występków tu, na ziemi. W przeciwnym razie nie byłaby to sprawiedliwość boska, lecz ludzka... O Mickiewiczu nie mogę Panu nic powiedzieć, nie widziałam go, w tym roku nie ma wykładów, nie miałam jego książki. Mam go za wielką, ale chorą duszę i wierzę, iż kroczy drogą prawdy. Lecz myślę, że tak jak Pan i ja jest na drodze zbawienia, gdyż jakkolwiek błądzi, działa w dobrej wierze, pełen pokory kocha Boga. Pan Bóg go też nie opuści, Bóg się nie gniewa i nie wierzę, by dusza tak szlachetna z czasem nie podniosła rąbka zasłony, którą się zakryła w ubiegłym roku. Dziękuję serdecznie za życzenia zdrowia, dobrobytu i sławy. To wszystko są marzenia. Jesteśmy stworzeni do cierpień i do pracy. Zdrowie jest błogosławieństwem bożym, jeśli pozwala nam służyć tym, którzy są jego pozbawieni. Życie w dobrobycie jest niemożliwe dla tych, co chcą pomagać swym braciom i rozumieją, że im więcej otrzymujemy, tym więcej dać powinniśmy. Sława jest dziecinadą mogącą bawić tylko dzieci. Człowiek poważny nie widzi w niej więcej jak bolesny skutek głupoty ludzkiej, która entuzjazmuje się byle czym. Tak więc zdrowie byłoby jedynym dobrem z tych trzech Pana życzeń. Na nieszczęście, brak mi go w tym roku, lecz nie skarżę się, bo Pan, który bardziej na nie zasługuje, nie może go odzyskać. Czy Pan wierzy w skutki kuracji rozpoczętej tak odważnie? Proszę nam napisać, że Pan się czuje lepiej, to nas pocieszy w naszych niedomaganiach. Kiedy Pan wróci? My, o ile wiosna będzie taka przyjemna, jaką była zima, nie tak prędko wrócimy na wieś. Mam więc nadzieję, że się tutaj zobaczymy, a jeżeli Pan opóźniłby swój powrót, oczekujemy Go w Nohant. Musi Pan nam wynagrodzić swój ostatni krótki pobyt. Moje dzieci dziękują Panu za miłą pamięć i przesyłają najlepsze życzenia. Ja, jak Pan wie dobrze, pozostaję zawsze z całego serca szczerze oddana George Sand. "," Kopia nieustaloną ręką listu George Sand do Stefana Witwickiego we Freiwaldau z 22 marca 1845 roku wraz z kopertą, „Nous sommes bien coupables envers Vous [...]”, „Espèrez vous maintenant en cette cure [...]”, [niesygnowana], [b.m.], [po 22\/03\/1845], s. 8. "
190,['Fryderyk Chopin'],['Stefan Witwicki'],Paryż,,1845-03-23,,"Paryż, Wielkanoc, [23 marca] 1845",List Fryderyka Chopina do Stefana Witwickiego," Moje najdroższe Życie. – Brak mi tu ciebie tego lata bardzo było. Z tobą byłbym mógł wiele się napłakać. – Często myślałem pisać do Graeffenberga, ale się na myśli skończyło – w niepodobieństwo się to obracało, skorom tylko wziął pióro do ręki – i teraz jeszcze skołatanie więcej niż lenistwo przyczyną, że list Pani Sand tygodniem później wychodzi. – Cóż Ci powiem – że jutro, w poniedziałek, Wielkie Święcone u X-stwa Cz. – Że Mick. kursu tego roku nie robi. Że wielu z jego zwolenników odstępuje go. – Że mówią, że pisali z przeprosinami do Najjaśniejszego. – Ale co smutna rzecz, to że 2-ch (z nich jeden Pilichowski podobno) przed notariuszem akt zrobili, jako się dają w poddaństwo jako rzecz , jako niewolniki Towiańskiemu – nb. nie obowiązują się dla swoich dzieci, tylko na całe swoje życie. Czy można większego wariactwa! – Mick. nie jest, tak jak dawniej, z Tow[iańskim]. – Ten ostatni utrzymuje, że przeholowali – że za daleko zajechali. – Słowem, niezgoda – więc wkrótce zapewne i smutny koniec. – Obok tego – wszystko idzie po staremu. A dziś wieczorem żałuję, że nie możesz być z nami i z Delacroix w Konserwatorium słuchać Stworzenia świata Haydna . – Drugi to koncert dopiero, na którym tego roku jesteśmy – onegdajszy był nasz pierwszy z Rekwiem [!] Mozarta . – Dziś Grotkowski przyjdzie do mnie śpiewać Ciebie i niektóre nowe, co nie zna (dla Ciebie stare). – Kochane moje Ludwiczysko szukało Cię po Wiedniu wracając do kraju. – Zawsze się o Ciebie dopytują. – Matka jako tako zimę przepędziła. Zmęczona i podstarzała. Być może, że się gdzie zobaczymy jeszcze. Nie potrzebuję Ci przypominać duszę Jej – wiesz, co za dobroć – i możesz myśleć, ile mi dobrego Jej listy sprawiły. – Zaleskiego widziałem raz, taki godny, że mnie odwiedził. – Ja bym go częściej rad widzieć. – Dosyć dobrze wyglądał. – Grzym[ała] młodszy niż kiedykolwiek, tańcuje jak 20-letni. Tu zimno jak nigdy, dziś pierwszy dzień, co tu w ogródku śniegu nie ma. Wiosna o nas zapomina. A ty bądź zdrów. – Niech Ci ten rok zbawienny będzie. Kochaj mnie jak ja Ciebie, chociaż ja niewart tyle co Ty. Twój stary Ch . "," List Fryderyka Chopina do Stefana Witwickiego we Freiwaldau, „Moje najdroższe Życie. – Brak | mi tu ciebie tego lata bardzo było. [...]”, sygn.: „Ch”, Paryż, Wielkanoc, [23\/03]\/1845, s. 2. "
194,['Fryderyk Chopin'],,Paryż,Paryż,1845-04-10,,"Paryż, 10 kwietnia [1845]",Do nieznanego adresata w Paryżu, Wyjeżdżam za 15 lub 20 dni. — Powracam we wrześniu lub październiku. — Dziękuję za łaskawą pamięć — i pozostaję zawsze oddany Chopin. Tysiączne ukłony dla ciotki. ,
199,['George Sand'],['Ludwika Jędrzejewiczowa'],Nohant,Warszawa,1845-06-16,1845-06-30,"[Nohant, lato 1845]",George Sand do Ludwiki Jędrzejewiczowej w Warszawie," Ludwiko moja ukochana. Bardzo już dawno nie mamy od Was wiadomości i jesteśmy niespokojni. Pisz więc i nie każ cierpieć bratu i mnie, którzy Cię uwielbiamy. Wiesz dobrze, jak Cię kochamy, jak o Tobie mówimy od rana do wieczora, jak jesteśmy szczęśliwi, gdy otrzymujemy Twe listy, jak nie możemy żyć bez tego. Słowem, kochaj nas i nie choruj. Uściskaj ode mnie Twoje drogie dzieci, anielską matkę i nawet Twego męża gagatka. Zawsze Twoja i całkiem Ci oddana George. ",
197,['Fryderyk Chopin'],['Auguste Léo'],Nohant,Paryż,1845-07-08,,"Dwór Nohant, 8 lipca 1845",Do Augusta Léo w Paryżu," Drogi przyjacielu. Dziękuję za wiadomość o sobie i upewniam Pana o swej wdzięczności za jego miłą pamięć. Ja też bardzo często myślę o Panu, zwłaszcza ilekroć myślę o pięknej muzyce; sam Pan najlepiej osądzi, czy mam ku temu sposobność, skoro pani Viardot znajduje się tutaj. Mówi mi Pan o p. Sternie. Mógłbym mu przesłać wkrótce zeszyt z 3 Mazurkami lub z 2 Nokturnami . Jednakże muszę uprzedzić o tym p. Härtla, który zawsze jest nadzwyczaj uprzejmy dla mnie; czy cena sześciuset franków za prawo własności na Niemcy oraz na wszystkie kraje z wyjątkiem Francji i Anglii nie będzie się p. Sternowi wydawała wygórowana? Jak Pan znosi upały? – Ja doskonale, a wieś jest taka piękna, że współczułbym Panu bardzo z powodu zamknięcia w mieście, gdyby to nie był Paryż. Proszę łaskawie przekazać me uszanowanie małżonce i wierzyć w moje serdeczne oddanie F. Chopin. Proszę nie zapominać o pozdrowieniach dla Państwa Valentin. Pani Sand każe Panu wyrazić wiele uprzejmości. ",
198,['Fryderyk Chopin'],['Wojciech Grzymała'],Nohant,Paryż,1845-07-08,,"[Nohant], 8 Juillet [1845]",Do Wojciecha Grzymały w Paryżu," Moje Życie. Wiem z listu Leona, który mi pisząc względem mojego edytora berlińskiego wspomniał o Tobie, żeś zdrów; i widzę, żeś zawsze ten sam, lubiony nawet od tych, co Cię niedawno znają. Zapewne jeszcze jesteś myślą nad Renem – jeżeli nie w interesach po szyję – mimo to jednakże napisz nam słowo o sobie. Czy prawdziwie – i kiedy Ciebie się tu spodziewać? – A wieś teraz piękna, nie tak, jak temu kilka tygodni. – Wielkie tu były burze i ulewy. Rzeki, nawet małe strumienie, nadzwyczaj powylewały. – Najstarsi podobnej powodzi nie pamiętają. Młyny poniszczyła – mosty pozrywała. Viardot, który tutaj temu parę tygodni po żonę przyjechał, dla niebezpieczeństwa sam wrócił do Paryża – i dopiero mu żonę przed kilkoma dniami Zuzanna stąd odwiozła. Nie pisałem przez nich, ale prosiłem Zuzanny, żeby była u Ciebie dowiedzieć się, jak się masz. – Wynajdź tam, proszę Cię, jakie wakacje dla siebie – albo jeżeli można, jakie interesa w Château[roux]. Doskonale zrobisz – ucieszysz między innymi starego, zawsze przywiązanego Twego Ch. Księstwu moje uszanowanie najserdeczniejsze. Zdrowie tu wszystkim dosyć służy. Pani do[mu] pisze nowy romans. ",
